meta.tool	meta.resol	meta.sub	chr	start	end
example_caller	50000	sub0.2	chr9	31000001	31800000
example_caller	50000	sub0.5	chr9	31000001	31800000
example_caller	50000	sub1	chr9	31000001	31800000
example_caller	50000	sub0.02	chr9	31050001	32350000
example_caller	50000	sub0.05	chr9	31100001	31850000
example_caller	50000	sub0.1	chr9	31100001	31700000
example_caller	50000	sub0.0002	chr9	31550001	31900000
example_caller	50000	sub0.005	chr9	31700001	32300000
example_caller	50000	sub0.1	chr9	31700001	32350000
example_caller	50000	sub0.002	chr9	31800001	32350000
example_caller	50000	sub0.01	chr9	31800001	32300000
example_caller	50000	sub0.2	chr9	31800001	32350000
example_caller	50000	sub0.5	chr9	31800001	32300000
example_caller	50000	sub1	chr9	31800001	32350000
example_caller	50000	sub0.05	chr9	31850001	32300000
example_caller	50000	sub0.0002	chr9	31950001	33500000
example_caller	50000	sub0.0001	chr9	32250001	33500000
example_caller	50000	sub0.005	chr9	32300001	32600000
example_caller	50000	sub0.01	chr9	32300001	32600000
example_caller	50000	sub0.05	chr9	32300001	32600000
example_caller	50000	sub0.5	chr9	32300001	32600000
example_caller	50000	sub0.0005	chr9	32350001	33000000
example_caller	50000	sub0.002	chr9	32350001	32600000
example_caller	50000	sub0.02	chr9	32350001	32600000
example_caller	50000	sub0.1	chr9	32350001	32600000
example_caller	50000	sub0.2	chr9	32350001	32600000
example_caller	50000	sub1	chr9	32350001	32600000
example_caller	50000	sub0.001	chr9	32600001	32950000
example_caller	50000	sub0.002	chr9	32600001	33000000
example_caller	50000	sub0.005	chr9	32600001	33000000
example_caller	50000	sub0.01	chr9	32600001	33000000
example_caller	50000	sub0.02	chr9	32600001	33000000
example_caller	50000	sub0.05	chr9	32600001	33000000
example_caller	50000	sub0.1	chr9	32600001	33000000
example_caller	50000	sub0.2	chr9	32600001	33000000
example_caller	50000	sub0.5	chr9	32600001	33000000
example_caller	50000	sub1	chr9	32600001	33000000
example_caller	50000	sub0.001	chr9	32950001	33300000
example_caller	50000	sub0.0005	chr9	33000001	33250000
example_caller	50000	sub0.002	chr9	33000001	33350000
example_caller	50000	sub0.005	chr9	33000001	33300000
example_caller	50000	sub0.01	chr9	33000001	33350000
example_caller	50000	sub0.02	chr9	33000001	33300000
example_caller	50000	sub0.05	chr9	33000001	33300000
example_caller	50000	sub0.1	chr9	33000001	33350000
example_caller	50000	sub0.2	chr9	33000001	33300000
example_caller	50000	sub0.5	chr9	33000001	33350000
example_caller	50000	sub1	chr9	33000001	33350000
example_caller	50000	sub0.0005	chr9	33250001	33600000
example_caller	50000	sub0.001	chr9	33300001	34250000
example_caller	50000	sub0.005	chr9	33300001	33500000
example_caller	50000	sub0.02	chr9	33300001	33600000
example_caller	50000	sub0.05	chr9	33300001	33550000
example_caller	50000	sub0.2	chr9	33300001	33550000
example_caller	50000	sub0.002	chr9	33350001	33550000
example_caller	50000	sub0.01	chr9	33350001	33750000
example_caller	50000	sub0.1	chr9	33350001	33550000
example_caller	50000	sub0.5	chr9	33350001	33550000
example_caller	50000	sub1	chr9	33350001	33550000
example_caller	50000	sub0.0002	chr9	33500001	33550000
example_caller	50000	sub0.005	chr9	33500001	33750000
example_caller	50000	sub0.002	chr9	33550001	33750000
example_caller	50000	sub0.05	chr9	33550001	33800000
example_caller	50000	sub0.1	chr9	33550001	33800000
example_caller	50000	sub0.2	chr9	33550001	33750000
example_caller	50000	sub0.5	chr9	33550001	33800000
example_caller	50000	sub1	chr9	33550001	33800000
example_caller	50000	sub0.0002	chr9	33600001	38550000
example_caller	50000	sub0.0005	chr9	33600001	33800000
example_caller	50000	sub0.0001	chr9	33650001	37550000
example_caller	50000	sub0.002	chr9	33750001	34200000
example_caller	50000	sub0.005	chr9	33750001	34350000
example_caller	50000	sub0.01	chr9	33750001	34300000
example_caller	50000	sub0.02	chr9	33750001	33900000
example_caller	50000	sub0.2	chr9	33750001	34350000
example_caller	50000	sub0.0005	chr9	33800001	34600000
example_caller	50000	sub0.05	chr9	33800001	34300000
example_caller	50000	sub0.1	chr9	33800001	34350000
example_caller	50000	sub0.5	chr9	33800001	34350000
example_caller	50000	sub1	chr9	33800001	34350000
example_caller	50000	sub0.02	chr9	33900001	34350000
example_caller	50000	sub0.002	chr9	34200001	34350000
example_caller	50000	sub0.01	chr9	34300001	34650000
example_caller	50000	sub0.05	chr9	34300001	34700000
example_caller	50000	sub0.001	chr9	34350001	34650000
example_caller	50000	sub0.002	chr9	34350001	34700000
example_caller	50000	sub0.005	chr9	34350001	34700000
example_caller	50000	sub0.02	chr9	34350001	34700000
example_caller	50000	sub0.1	chr9	34350001	34700000
example_caller	50000	sub0.2	chr9	34350001	34700000
example_caller	50000	sub0.5	chr9	34350001	34700000
example_caller	50000	sub1	chr9	34350001	34700000
example_caller	50000	sub0.0005	chr9	34600001	35100000
example_caller	50000	sub0.001	chr9	34650001	35500000
example_caller	50000	sub0.01	chr9	34650001	35150000
example_caller	50000	sub0.002	chr9	34700001	35150000
example_caller	50000	sub0.005	chr9	34700001	35150000
example_caller	50000	sub0.02	chr9	34700001	35600000
example_caller	50000	sub0.05	chr9	34700001	35100000
example_caller	50000	sub0.1	chr9	34700001	35150000
example_caller	50000	sub0.2	chr9	34700001	35150000
example_caller	50000	sub0.5	chr9	34700001	35150000
example_caller	50000	sub1	chr9	34700001	35150000
example_caller	50000	sub0.0005	chr9	35100001	35600000
example_caller	50000	sub0.05	chr9	35100001	35550000
example_caller	50000	sub0.002	chr9	35150001	35600000
example_caller	50000	sub0.005	chr9	35150001	35550000
example_caller	50000	sub0.01	chr9	35150001	35550000
example_caller	50000	sub0.1	chr9	35150001	35600000
example_caller	50000	sub0.2	chr9	35150001	35600000
example_caller	50000	sub0.5	chr9	35150001	35600000
example_caller	50000	sub1	chr9	35150001	35600000
example_caller	50000	sub0.001	chr9	35500001	35900000
example_caller	50000	sub0.005	chr9	35550001	35900000
example_caller	50000	sub0.01	chr9	35550001	35900000
example_caller	50000	sub0.05	chr9	35550001	35900000
example_caller	50000	sub0.0005	chr9	35600001	35950000
example_caller	50000	sub0.002	chr9	35600001	35900000
example_caller	50000	sub0.02	chr9	35600001	35900000
example_caller	50000	sub0.1	chr9	35600001	35900000
example_caller	50000	sub0.2	chr9	35600001	35900000
example_caller	50000	sub0.5	chr9	35600001	35900000
example_caller	50000	sub1	chr9	35600001	35900000
example_caller	50000	sub0.001	chr9	35900001	36250000
example_caller	50000	sub0.002	chr9	35900001	36250000
example_caller	50000	sub0.005	chr9	35900001	36200000
example_caller	50000	sub0.01	chr9	35900001	36200000
example_caller	50000	sub0.02	chr9	35900001	36200000
example_caller	50000	sub0.05	chr9	35900001	36200000
example_caller	50000	sub0.0005	chr9	35950001	36600000
example_caller	50000	sub0.1	chr9	36050001	36200000
example_caller	50000	sub0.5	chr9	36050001	36200000
example_caller	50000	sub1	chr9	36050001	36200000
example_caller	50000	sub0.005	chr9	36200001	36400000
example_caller	50000	sub0.001	chr9	36250001	36400000
example_caller	50000	sub0.002	chr9	36250001	36350000
example_caller	50000	sub0.002	chr9	36350001	36650000
example_caller	50000	sub0.01	chr9	36350001	36750000
example_caller	50000	sub0.02	chr9	36350001	36850000
example_caller	50000	sub0.05	chr9	36350001	36600000
example_caller	50000	sub0.1	chr9	36350001	36850000
example_caller	50000	sub0.2	chr9	36350001	36850000
example_caller	50000	sub0.5	chr9	36350001	36850000
example_caller	50000	sub1	chr9	36350001	36850000
example_caller	50000	sub0.001	chr9	36400001	36600000
example_caller	50000	sub0.005	chr9	36400001	36750000
example_caller	50000	sub0.0005	chr9	36600001	36700000
example_caller	50000	sub0.001	chr9	36600001	36850000
example_caller	50000	sub0.002	chr9	36650001	36750000
example_caller	50000	sub0.0005	chr9	36700001	36900000
example_caller	50000	sub0.005	chr9	36750001	37000000
example_caller	50000	sub0.01	chr9	36750001	37450000
example_caller	50000	sub0.02	chr9	36850001	37450000
example_caller	50000	sub0.05	chr9	36850001	37450000
example_caller	50000	sub0.1	chr9	36850001	37450000
example_caller	50000	sub0.2	chr9	36850001	37450000
example_caller	50000	sub0.5	chr9	36850001	37450000
example_caller	50000	sub1	chr9	36850001	37450000
example_caller	50000	sub0.0005	chr9	36900001	37400000
example_caller	50000	sub0.002	chr9	36900001	37450000
example_caller	50000	sub0.001	chr9	36950001	37500000
example_caller	50000	sub0.005	chr9	37000001	37400000
example_caller	50000	sub0.0005	chr9	37400001	37900000
example_caller	50000	sub0.005	chr9	37400001	37900000
example_caller	50000	sub0.002	chr9	37450001	37750000
example_caller	50000	sub0.01	chr9	37450001	37750000
example_caller	50000	sub0.02	chr9	37450001	37750000
example_caller	50000	sub0.05	chr9	37450001	37750000
example_caller	50000	sub0.1	chr9	37450001	37900000
example_caller	50000	sub0.2	chr9	37450001	37900000
example_caller	50000	sub0.5	chr9	37450001	37900000
example_caller	50000	sub1	chr9	37450001	37900000
example_caller	50000	sub0.001	chr9	37500001	37750000
example_caller	50000	sub0.0001	chr9	37600001	38800000
example_caller	50000	sub0.001	chr9	37750001	37900000
example_caller	50000	sub0.002	chr9	37750001	37900000
example_caller	50000	sub0.0005	chr9	37900001	38400000
example_caller	50000	sub0.001	chr9	37900001	38400000
example_caller	50000	sub0.002	chr9	37900001	38450000
example_caller	50000	sub0.005	chr9	37900001	38400000
example_caller	50000	sub0.01	chr9	37900001	38400000
example_caller	50000	sub0.02	chr9	37900001	38400000
example_caller	50000	sub0.05	chr9	37900001	38400000
example_caller	50000	sub0.1	chr9	37900001	38400000
example_caller	50000	sub0.2	chr9	37900001	38400000
example_caller	50000	sub0.5	chr9	37900001	38400000
example_caller	50000	sub1	chr9	37900001	38400000
example_caller	50000	sub0.0005	chr9	38400001	38800000
example_caller	50000	sub0.001	chr9	38400001	38550000
example_caller	50000	sub0.005	chr9	38400001	38800000
example_caller	50000	sub0.01	chr9	38400001	38700000
example_caller	50000	sub0.02	chr9	38400001	38800000
example_caller	50000	sub0.05	chr9	38400001	38850000
example_caller	50000	sub0.1	chr9	38400001	38850000
example_caller	50000	sub0.2	chr9	38400001	39200000
example_caller	50000	sub0.5	chr9	38400001	39200000
example_caller	50000	sub1	chr9	38400001	39200000
example_caller	50000	sub0.002	chr9	38450001	38800000
example_caller	50000	sub0.001	chr9	38600001	38800000
example_caller	50000	sub0.01	chr9	38700001	38850000
example_caller	50000	sub0.02	chr9	38800001	38850000
example_caller	50000	sub0.02	chr9	38950001	39200000
example_caller	50000	sub0.05	chr9	38950001	39200000
example_caller	50000	sub0.1	chr9	38950001	39200000
example_caller	50000	sub0.005	chr9	39000001	39200000
example_caller	50000	sub0.01	chr9	39000001	39200000
example_caller	50000	sub0.1	chr9	43300001	43750000
example_caller	50000	sub0.2	chr9	43300001	43750000
example_caller	50000	sub0.5	chr9	43300001	43900000
example_caller	50000	sub1	chr9	43300001	43900000
example_caller	50000	sub0.02	chr9	43350001	43700000
example_caller	50000	sub0.05	chr9	43350001	43700000
example_caller	50000	sub0.01	chr9	44050001	44300000
example_caller	50000	sub0.05	chr9	44050001	44150000
example_caller	50000	sub0.1	chr9	44050001	44300000
example_caller	50000	sub0.2	chr9	44050001	44300000
example_caller	50000	sub0.5	chr9	44050001	44300000
example_caller	50000	sub1	chr9	44050001	44300000
example_caller	50000	sub0.02	chr9	44100001	44300000
example_caller	50000	sub0.05	chr9	44150001	44300000
example_caller	50000	sub0.005	chr9	44700001	44950000
example_caller	50000	sub0.01	chr9	44700001	44950000
example_caller	50000	sub0.02	chr9	44700001	44950000
example_caller	50000	sub0.05	chr9	44700001	44950000
example_caller	50000	sub0.1	chr9	44700001	44950000
example_caller	50000	sub0.2	chr9	44700001	44950000
example_caller	50000	sub0.5	chr9	44700001	44950000
example_caller	50000	sub1	chr9	44700001	45150000
example_caller	50000	sub1	chr9	45600001	45800000
example_caller	50000	sub0.5	chr9	66650001	66900000
example_caller	50000	sub1	chr9	66650001	66900000
example_caller	50000	sub0.01	chr9	66700001	66900000
example_caller	50000	sub0.02	chr9	66700001	66900000
example_caller	50000	sub0.05	chr9	66700001	66900000
example_caller	50000	sub0.1	chr9	66700001	66900000
example_caller	50000	sub0.2	chr9	66700001	66900000
example_caller	50000	sub0.01	chr9	68150001	68550000
example_caller	50000	sub0.05	chr9	68150001	68550000
example_caller	50000	sub0.1	chr9	68150001	68550000
example_caller	50000	sub0.2	chr9	68150001	68550000
example_caller	50000	sub0.5	chr9	68150001	68550000
example_caller	50000	sub1	chr9	68150001	68550000
example_caller	50000	sub0.002	chr9	68300001	68550000
example_caller	50000	sub0.005	chr9	68300001	68550000
example_caller	50000	sub0.02	chr9	68300001	68450000
example_caller	50000	sub0.02	chr9	68450001	68550000
example_caller	50000	sub1	chr9	68650001	68850000
example_caller	50000	sub0.05	chr9	68950001	69200000
example_caller	50000	sub0.1	chr9	68950001	69200000
example_caller	50000	sub0.2	chr9	68950001	69200000
example_caller	50000	sub0.5	chr9	68950001	69200000
example_caller	50000	sub1	chr9	68950001	69200000
example_caller	50000	sub1	chr9	69250001	69550000
example_caller	50000	sub0.2	chr9	69350001	69550000
example_caller	50000	sub0.5	chr9	69350001	69550000
example_caller	50000	sub0.1	chr9	69750001	70000000
example_caller	50000	sub0.2	chr9	69750001	70000000
example_caller	50000	sub0.5	chr9	69750001	70000000
example_caller	50000	sub1	chr9	69750001	70000000
example_caller	50000	sub0.05	chr9	69800001	70000000
example_caller	50000	sub1	chr9	70450001	70700000
example_caller	50000	sub0.5	chr9	70800001	71200000
example_caller	50000	sub1	chr9	70800001	71200000
example_caller	50000	sub0.01	chr9	70900001	71650000
example_caller	50000	sub0.02	chr9	70900001	71200000
example_caller	50000	sub0.05	chr9	70900001	71200000
example_caller	50000	sub0.1	chr9	70900001	71200000
example_caller	50000	sub0.2	chr9	70900001	71200000
example_caller	50000	sub0.001	chr9	70950001	71200000
example_caller	50000	sub0.002	chr9	70950001	71200000
example_caller	50000	sub0.005	chr9	70950001	71650000
example_caller	50000	sub0.0001	chr9	71000001	72250000
example_caller	50000	sub0.0002	chr9	71000001	71600000
example_caller	50000	sub0.0005	chr9	71000001	71650000
example_caller	50000	sub0.001	chr9	71200001	71650000
example_caller	50000	sub0.002	chr9	71200001	71650000
example_caller	50000	sub0.02	chr9	71200001	71650000
example_caller	50000	sub0.05	chr9	71200001	71650000
example_caller	50000	sub0.1	chr9	71200001	71650000
example_caller	50000	sub0.2	chr9	71200001	71650000
example_caller	50000	sub0.5	chr9	71200001	71650000
example_caller	50000	sub1	chr9	71200001	71650000
example_caller	50000	sub0.0002	chr9	71600001	72800000
example_caller	50000	sub0.0005	chr9	71650001	72200000
example_caller	50000	sub0.001	chr9	71650001	71900000
example_caller	50000	sub0.002	chr9	71650001	71900000
example_caller	50000	sub0.005	chr9	71650001	72800000
example_caller	50000	sub0.01	chr9	71650001	71950000
example_caller	50000	sub0.02	chr9	71650001	71900000
example_caller	50000	sub0.05	chr9	71650001	72000000
example_caller	50000	sub0.1	chr9	71650001	72000000
example_caller	50000	sub0.2	chr9	71650001	72000000
example_caller	50000	sub0.5	chr9	71650001	71900000
example_caller	50000	sub1	chr9	71650001	72000000
example_caller	50000	sub0.001	chr9	71900001	72550000
example_caller	50000	sub0.002	chr9	71900001	72250000
example_caller	50000	sub0.02	chr9	71900001	72550000
example_caller	50000	sub0.01	chr9	71950001	72250000
example_caller	50000	sub0.05	chr9	72000001	72550000
example_caller	50000	sub0.1	chr9	72000001	72550000
example_caller	50000	sub0.2	chr9	72000001	72550000
example_caller	50000	sub0.5	chr9	72000001	72550000
example_caller	50000	sub1	chr9	72000001	72550000
example_caller	50000	sub0.0005	chr9	72200001	72550000
example_caller	50000	sub0.002	chr9	72250001	72550000
example_caller	50000	sub0.01	chr9	72250001	72550000
example_caller	50000	sub0.0001	chr9	72300001	73550000
example_caller	50000	sub0.0005	chr9	72550001	75300000
example_caller	50000	sub0.001	chr9	72550001	72800000
example_caller	50000	sub0.002	chr9	72550001	72850000
example_caller	50000	sub0.01	chr9	72550001	72850000
example_caller	50000	sub0.02	chr9	72550001	72850000
example_caller	50000	sub0.05	chr9	72550001	72850000
example_caller	50000	sub0.1	chr9	72550001	72850000
example_caller	50000	sub0.2	chr9	72550001	72850000
example_caller	50000	sub0.5	chr9	72550001	72850000
example_caller	50000	sub1	chr9	72550001	72850000
example_caller	50000	sub0.001	chr9	72800001	72950000
example_caller	50000	sub0.005	chr9	72800001	73250000
example_caller	50000	sub0.0002	chr9	72850001	79400000
example_caller	50000	sub0.002	chr9	72850001	73250000
example_caller	50000	sub0.01	chr9	72850001	73250000
example_caller	50000	sub0.02	chr9	72850001	73250000
example_caller	50000	sub0.05	chr9	72850001	73250000
example_caller	50000	sub0.1	chr9	72850001	73250000
example_caller	50000	sub0.2	chr9	72850001	73250000
example_caller	50000	sub0.5	chr9	72850001	73250000
example_caller	50000	sub1	chr9	72850001	73250000
example_caller	50000	sub0.001	chr9	72950001	73250000
example_caller	50000	sub0.001	chr9	73250001	73650000
example_caller	50000	sub0.002	chr9	73250001	73800000
example_caller	50000	sub0.005	chr9	73250001	74650000
example_caller	50000	sub0.01	chr9	73250001	73700000
example_caller	50000	sub0.1	chr9	73250001	73850000
example_caller	50000	sub0.2	chr9	73250001	73900000
example_caller	50000	sub0.5	chr9	73250001	73850000
example_caller	50000	sub1	chr9	73250001	73850000
example_caller	50000	sub0.02	chr9	73350001	74350000
example_caller	50000	sub0.05	chr9	73350001	73900000
example_caller	50000	sub0.0001	chr9	73600001	75600000
example_caller	50000	sub0.001	chr9	73650001	73950000
example_caller	50000	sub0.01	chr9	73700001	73800000
example_caller	50000	sub0.002	chr9	73800001	74650000
example_caller	50000	sub0.01	chr9	73800001	74900000
example_caller	50000	sub0.1	chr9	73850001	74200000
example_caller	50000	sub0.5	chr9	73850001	74200000
example_caller	50000	sub1	chr9	73850001	74200000
example_caller	50000	sub0.05	chr9	73900001	74650000
example_caller	50000	sub0.2	chr9	73900001	74200000
example_caller	50000	sub0.001	chr9	73950001	74900000
example_caller	50000	sub0.1	chr9	74200001	74650000
example_caller	50000	sub0.2	chr9	74200001	74650000
example_caller	50000	sub0.5	chr9	74200001	74650000
example_caller	50000	sub1	chr9	74200001	74650000
example_caller	50000	sub0.02	chr9	74350001	74650000
example_caller	50000	sub0.002	chr9	74650001	74900000
example_caller	50000	sub0.005	chr9	74650001	74900000
example_caller	50000	sub0.02	chr9	74650001	74900000
example_caller	50000	sub0.05	chr9	74650001	74900000
example_caller	50000	sub0.1	chr9	74650001	74900000
example_caller	50000	sub0.2	chr9	74650001	74900000
example_caller	50000	sub0.5	chr9	74650001	74900000
example_caller	50000	sub1	chr9	74650001	74900000
example_caller	50000	sub0.001	chr9	74900001	77800000
example_caller	50000	sub0.002	chr9	74900001	75300000
example_caller	50000	sub0.005	chr9	74900001	75250000
example_caller	50000	sub0.01	chr9	74900001	75350000
example_caller	50000	sub0.02	chr9	74900001	75250000
example_caller	50000	sub0.05	chr9	74900001	75300000
example_caller	50000	sub0.1	chr9	74900001	75250000
example_caller	50000	sub0.2	chr9	74900001	75250000
example_caller	50000	sub0.5	chr9	74900001	75250000
example_caller	50000	sub1	chr9	74900001	75250000
example_caller	50000	sub0.005	chr9	75250001	75850000
example_caller	50000	sub0.02	chr9	75250001	75450000
example_caller	50000	sub0.1	chr9	75250001	75450000
example_caller	50000	sub0.2	chr9	75250001	75700000
example_caller	50000	sub0.5	chr9	75250001	75450000
example_caller	50000	sub1	chr9	75250001	75450000
example_caller	50000	sub0.0005	chr9	75300001	78050000
example_caller	50000	sub0.002	chr9	75300001	75850000
example_caller	50000	sub0.05	chr9	75300001	75450000
example_caller	50000	sub0.01	chr9	75350001	75800000
example_caller	50000	sub0.02	chr9	75450001	75850000
example_caller	50000	sub0.05	chr9	75450001	75850000
example_caller	50000	sub0.1	chr9	75450001	75850000
example_caller	50000	sub0.5	chr9	75450001	75800000
example_caller	50000	sub1	chr9	75450001	75700000
example_caller	50000	sub0.0001	chr9	75650001	76100000
example_caller	50000	sub0.01	chr9	75800001	76350000
example_caller	50000	sub0.2	chr9	75800001	76250000
example_caller	50000	sub0.5	chr9	75800001	76250000
example_caller	50000	sub1	chr9	75800001	76250000
example_caller	50000	sub0.002	chr9	75850001	76150000
example_caller	50000	sub0.005	chr9	75850001	76250000
example_caller	50000	sub0.02	chr9	75850001	76250000
example_caller	50000	sub0.05	chr9	75850001	76250000
example_caller	50000	sub0.1	chr9	75850001	76300000
example_caller	50000	sub0.002	chr9	76150001	76600000
example_caller	50000	sub0.005	chr9	76250001	77800000
example_caller	50000	sub0.02	chr9	76250001	77000000
example_caller	50000	sub0.05	chr9	76250001	77350000
example_caller	50000	sub0.2	chr9	76250001	76600000
example_caller	50000	sub0.5	chr9	76250001	77350000
example_caller	50000	sub1	chr9	76250001	77350000
example_caller	50000	sub0.1	chr9	76300001	77050000
example_caller	50000	sub0.01	chr9	76350001	77350000
example_caller	50000	sub0.0001	chr9	76500001	76850000
example_caller	50000	sub0.002	chr9	76600001	77350000
example_caller	50000	sub0.2	chr9	76600001	77350000
example_caller	50000	sub0.0001	chr9	76900001	78350000
example_caller	50000	sub0.02	chr9	77000001	77350000
example_caller	50000	sub0.1	chr9	77050001	77350000
example_caller	50000	sub0.002	chr9	77350001	77800000
example_caller	50000	sub0.01	chr9	77350001	77800000
example_caller	50000	sub0.02	chr9	77350001	77850000
example_caller	50000	sub0.05	chr9	77350001	77800000
example_caller	50000	sub0.1	chr9	77350001	77800000
example_caller	50000	sub0.2	chr9	77350001	77800000
example_caller	50000	sub0.5	chr9	77350001	77800000
example_caller	50000	sub1	chr9	77350001	77800000
example_caller	50000	sub0.001	chr9	77800001	78150000
example_caller	50000	sub0.002	chr9	77800001	78200000
example_caller	50000	sub0.005	chr9	77800001	78950000
example_caller	50000	sub0.01	chr9	77800001	78950000
example_caller	50000	sub0.05	chr9	77800001	78950000
example_caller	50000	sub0.1	chr9	77800001	78500000
example_caller	50000	sub0.2	chr9	77800001	78500000
example_caller	50000	sub0.5	chr9	77800001	78500000
example_caller	50000	sub1	chr9	77800001	78500000
example_caller	50000	sub0.02	chr9	77850001	78950000
example_caller	50000	sub0.0005	chr9	78050001	78950000
example_caller	50000	sub0.001	chr9	78150001	79000000
example_caller	50000	sub0.002	chr9	78200001	79000000
example_caller	50000	sub0.0001	chr9	78450001	81200000
example_caller	50000	sub0.1	chr9	78500001	78950000
example_caller	50000	sub0.2	chr9	78500001	78950000
example_caller	50000	sub0.5	chr9	78500001	78950000
example_caller	50000	sub1	chr9	78500001	78950000
example_caller	50000	sub0.0005	chr9	78950001	80100000
example_caller	50000	sub0.005	chr9	78950001	79350000
example_caller	50000	sub0.01	chr9	78950001	79350000
example_caller	50000	sub0.02	chr9	78950001	79350000
example_caller	50000	sub0.05	chr9	78950001	79350000
example_caller	50000	sub0.1	chr9	78950001	79350000
example_caller	50000	sub0.2	chr9	78950001	79350000
example_caller	50000	sub0.5	chr9	78950001	79350000
example_caller	50000	sub1	chr9	78950001	79350000
example_caller	50000	sub0.001	chr9	79000001	79350000
example_caller	50000	sub0.002	chr9	79000001	79300000
example_caller	50000	sub0.002	chr9	79300001	79800000
example_caller	50000	sub0.001	chr9	79350001	79800000
example_caller	50000	sub0.005	chr9	79350001	79750000
example_caller	50000	sub0.01	chr9	79350001	79750000
example_caller	50000	sub0.02	chr9	79350001	79750000
example_caller	50000	sub0.05	chr9	79350001	79750000
example_caller	50000	sub0.1	chr9	79350001	79750000
example_caller	50000	sub0.2	chr9	79350001	79750000
example_caller	50000	sub0.5	chr9	79350001	79750000
example_caller	50000	sub1	chr9	79350001	79750000
example_caller	50000	sub0.0002	chr9	79400001	84050000
example_caller	50000	sub0.005	chr9	79750001	80750000
example_caller	50000	sub0.01	chr9	79750001	80100000
example_caller	50000	sub0.02	chr9	79750001	80050000
example_caller	50000	sub0.05	chr9	79750001	80050000
example_caller	50000	sub0.1	chr9	79750001	80050000
example_caller	50000	sub0.2	chr9	79750001	80050000
example_caller	50000	sub0.5	chr9	79750001	80050000
example_caller	50000	sub1	chr9	79750001	80050000
example_caller	50000	sub0.001	chr9	79800001	80050000
example_caller	50000	sub0.002	chr9	79800001	80050000
example_caller	50000	sub0.001	chr9	80050001	80150000
example_caller	50000	sub0.002	chr9	80050001	80750000
example_caller	50000	sub0.02	chr9	80050001	81050000
example_caller	50000	sub0.05	chr9	80050001	81050000
example_caller	50000	sub0.1	chr9	80050001	80350000
example_caller	50000	sub0.2	chr9	80050001	80400000
example_caller	50000	sub0.5	chr9	80050001	80350000
example_caller	50000	sub1	chr9	80050001	80350000
example_caller	50000	sub0.0005	chr9	80100001	80400000
example_caller	50000	sub0.01	chr9	80100001	80400000
example_caller	50000	sub0.001	chr9	80150001	80300000
example_caller	50000	sub0.001	chr9	80300001	81000000
example_caller	50000	sub0.1	chr9	80350001	81050000
example_caller	50000	sub0.5	chr9	80350001	81050000
example_caller	50000	sub1	chr9	80350001	81050000
example_caller	50000	sub0.0005	chr9	80400001	86200000
example_caller	50000	sub0.01	chr9	80400001	81050000
example_caller	50000	sub0.2	chr9	80400001	81050000
example_caller	50000	sub0.002	chr9	80750001	81100000
example_caller	50000	sub0.005	chr9	80750001	81050000
example_caller	50000	sub0.001	chr9	81000001	81350000
example_caller	50000	sub0.005	chr9	81050001	82050000
example_caller	50000	sub0.01	chr9	81050001	82050000
example_caller	50000	sub0.02	chr9	81050001	82050000
example_caller	50000	sub0.05	chr9	81050001	82050000
example_caller	50000	sub0.1	chr9	81050001	81800000
example_caller	50000	sub0.2	chr9	81050001	82050000
example_caller	50000	sub0.5	chr9	81050001	82050000
example_caller	50000	sub1	chr9	81050001	81850000
example_caller	50000	sub0.002	chr9	81100001	81950000
example_caller	50000	sub0.0001	chr9	81250001	81650000
example_caller	50000	sub0.001	chr9	81350001	82950000
example_caller	50000	sub0.1	chr9	81800001	82800000
example_caller	50000	sub0.0001	chr9	81850001	84350000
example_caller	50000	sub1	chr9	81850001	82050000
example_caller	50000	sub0.002	chr9	81950001	82450000
example_caller	50000	sub0.005	chr9	82050001	82850000
example_caller	50000	sub0.01	chr9	82050001	82550000
example_caller	50000	sub0.02	chr9	82050001	82800000
example_caller	50000	sub0.05	chr9	82050001	82800000
example_caller	50000	sub0.2	chr9	82050001	82800000
example_caller	50000	sub0.5	chr9	82050001	82800000
example_caller	50000	sub1	chr9	82050001	82800000
example_caller	50000	sub0.002	chr9	82450001	83900000
example_caller	50000	sub0.01	chr9	82550001	82800000
example_caller	50000	sub0.01	chr9	82800001	83650000
example_caller	50000	sub0.02	chr9	82800001	84850000
example_caller	50000	sub0.05	chr9	82800001	85600000
example_caller	50000	sub0.1	chr9	82800001	83250000
example_caller	50000	sub0.2	chr9	82800001	84050000
example_caller	50000	sub0.5	chr9	82800001	84100000
example_caller	50000	sub1	chr9	82800001	85600000
example_caller	50000	sub0.005	chr9	82850001	85800000
example_caller	50000	sub0.001	chr9	82950001	83250000
example_caller	50000	sub0.1	chr9	83250001	83650000
example_caller	50000	sub0.001	chr9	83350001	84200000
example_caller	50000	sub0.01	chr9	83650001	85150000
example_caller	50000	sub0.1	chr9	83650001	84900000
example_caller	50000	sub0.002	chr9	83900001	84200000
example_caller	50000	sub0.2	chr9	84050001	85150000
example_caller	50000	sub0.0002	chr9	84100001	84500000
example_caller	50000	sub0.5	chr9	84100001	85600000
example_caller	50000	sub0.001	chr9	84200001	85400000
example_caller	50000	sub0.002	chr9	84200001	84750000
example_caller	50000	sub0.0001	chr9	84400001	84950000
example_caller	50000	sub0.0002	chr9	84550001	84750000
example_caller	50000	sub0.002	chr9	84750001	85650000
example_caller	50000	sub0.0002	chr9	84800001	92350000
